Malicious,Package Repository,Package Name,Number of Words in source code,Number of lines in source code,plus ratio mean,plus ratio max,plus ratio std,plus ratio q3,eq ratio mean,eq ratio max,eq ratio std,eq ratio q3,bracket ratio mean,bracket ratio max,bracket ratio std,bracket ratio q3,Number of base64 chunks in source code,Number of IP adress in source code,Number of sospicious token in source code,Number of Words in metadata,Number of lines in metadata,Number of base64 chunks in metadata,Number of IP adress in metadata,Number of sospicious token in metadata,.bat,.bz2,.c,.cert,.conf,.cpp,.crt,.css,.csv,.deb,.erb,.gemspec,.gif,.gz,.h,.html,.ico,.ini,.jar,.java,.jpg,.js,.json,.key,.m4v,.markdown,.md,.pdf,.pem,.png,.ps,.py,.rb,.rpm,.rst,.sh,.svg,.toml,.ttf,.txt,.xml,.yaml,.yml,.eot,.exe,.jpeg,.properties,.sql,.swf,.tar,.woff,.woff2,.aac,.bmp,.cfg,.dcm,.dll,.doc,.flac,.flv,.ipynb,.m4a,.mid,.mkv,.mp3,.mp4,.mpg,.ogg,.otf,.pickle,.pkl,.psd,.pxd,.pxi,.pyc,.pyx,.r,.rtf,.so,.sqlite,.tif,.tp,.wav,.webp,.whl,.xcf,.xz,.zip,.mov,.wasm,.webm,presence of installation script,shannon mean ID source code,shannon std ID source code,shannon max ID source code,shannon q3 ID source code,shannon mean string source code,shannon std string source code,shannon max string source code,shannon q3 string source code,homogeneous identifiers in source code,homogeneous strings in source code,heteregeneous identifiers in source code,heterogeneous strings in source code,URLs in source code,shannon mean ID metadata,shannon std ID metadata,shannon max ID metadata,shannon q3 ID metadata,shannon mean string metadata,shannon std string metadata,shannon max string metadata,shannon q3 string metadata,homogeneous identifiers in metadata,homogeneous strings in metadata,heterogeneous strings in metadata,URLs in metadata,heteregeneous identifiers in metadata,contacted_external_domain,sensitive_file_read,dns_query_to_external,http_method,domain_is_known_malicious,yara_credential_theft_indicators,yara_exfiltration_indicators,yara_shell_execution_indicators,yara_command_execution_indicators,yara_obfuscation_indicators,yara_persistence_indicators,yara_install_hook_indicators,yara_suspicious_imports_indicators,semgrep_has_exec_call,semgrep_has_subprocess,semgrep_has_network_request,semgrep_has_secret_access,proc_privilege_escalation,proc_write_binary_dir,proc_ptrace_detected,proc_package_install_runtime,ebpf_accessed_root,ebpf_accessed_ssh,ebpf_accessed_etc,ebpf_privilege_escalation,ebpf_network_activity,ebpf_spawned_process,ebpf_c2_port_suspected,c2_port_4444,c2_port_1337,c2_port_6667,c2_port_31337,c2_port_9001,c2_port_8080,c2_port_2323,c2_port_1234
1,NPM,event-logger-pro-2.1.0,229,44,0.002380952380952381,0.002380952380952381,0.0,0.002380952380952381,0.004047619047619047,0.004047619047619047,0.0,0.004047619047619047,0.0016666666666666668,0.0016666666666666668,0.0,0.0016666666666666668,3,3,16,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07267174284271893,0.1205870373340455,0.4056390622295664,0.18561616332043782,0.2730492869734788,0.24272338732841992,0.9605278493513334,0.4537056925706976,125,52,0,13,6,0.0,0.0,-0.0,-0.0,0.10476221708202181,0.15585896591791712,0.4854752972273343,0.2717822215997982,7,14,1,0,0,pr1rn-frame.1dorelax.surf,False,pr1rn-frame.1dorelax.surf,POST,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False
1,NPM,api-health-checker-1.5.0,196,33,0.002835270768358378,0.002835270768358378,0.0,0.002835270768358378,0.004819960306209243,0.004819960306209243,0.0,0.004819960306209243,0.001701162461015027,0.001701162461015027,0.0,0.001701162461015027,2,3,13,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06899239576232771,0.11779154333571301,0.4056390622295664,0.16864503330850694,0.26404722315401535,0.23440601796302477,0.9605278493513334,0.44527106646832093,121,38,0,8,6,0.0,0.0,-0.0,-0.0,0.093949765683746,0.1545951340136892,0.4854752972273343,0.25162916738782287,7,15,1,0,0,crystalreef.vexon3ar.surf,False,crystalreef.vexon3ar.surf,POST,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,False,False,True,False,False
1,NPM,cache-warmup-tool-3.2.0,179,32,0.0031545741324921135,0.0031545741324921135,0.0,0.0031545741324921135,0.005362776025236593,0.005362776025236593,0.0,0.005362776025236593,0.0018927444794952682,0.0018927444794952682,0.0,0.0018927444794952682,1,3,8,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06983892822566916,0.11826229446148251,0.4056390622295664,0.16864503330850694,0.25319886203111736,0.2427864992915003,0.9605278493513334,0.4361028669493309,119,33,0,6,6,0.0,0.0,-0.0,0.0,0.09407351452941416,0.15453084877430598,0.4854752972273343,0.2197484934607567,5,12,1,0,0,plskl.pavlore9.surf,False,plskl.pavlore9.surf,GET,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,False,False,False,True,False,False
1,NPM,request-retry-handler-1.2.0,164,30,0.002170767004341534,0.002170767004341534,0.0,0.002170767004341534,0.005788712011577424,0.005788712011577424,0.0,0.005788712011577424,0.002170767004341534,0.002170767004341534,0.0,0.002170767004341534,1,3,6,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06565064355419943,0.11475242549432847,0.4056390622295664,0.16864503330850694,0.2537406833537912,0.2543791743494431,0.9605278493513334,0.4545223001742702,106,27,0,6,6,0.0,0.0,-0.0,0.0,0.07081554011066833,0.13806511196777174,0.4854752972273343,0.0,5,13,1,0,0,metalt.3zavlore.surf,False,metalt.3zavlore.surf,GET,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,False,False,False,False,False,True,False,False
1,NPM,env-config-loader-4.0.0,185,33,0.002901073397156948,0.002901073397156948,0.0,0.002901073397156948,0.004931824775166811,0.004931824775166811,0.0,0.004931824775166811,0.0017406440382941688,0.0017406440382941688,0.0,0.0017406440382941688,3,3,10,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07217192007956655,0.11997944371266324,0.4056390622295664,0.1813733808174551,0.2732171418725657,0.2433777406840691,0.9605278493513334,0.4591479170272448,120,33,0,8,6,0.0,0.0,-0.0,0.0,0.12066011694376699,0.16463640487313289,0.4854752972273343,0.26390532085130236,5,10,1,0,0,a1ig-vector.vexon3ar.surf,False,a1ig-vector.vexon3ar.surf,POST,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,False,False,True,False,False
1,NPM,string-formatter-util-1.0.0,179,33,0.001923816852635629,0.001923816852635629,0.0,0.001923816852635629,0.00461716044632551,0.00461716044632551,0.0,0.00461716044632551,0.0007695267410542517,0.0007695267410542517,0.0,0.0007695267410542517,1,2,5,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06865365553022776,0.1148737866209919,0.3420192178195208,0.16864503330850694,0.27312416712936766,0.2686475461977529,0.9605278493513334,0.5,82,21,0,5,5,0.0,0.0,-0.0,0.0,0.09350906423177013,0.15680595951670656,0.4854752972273343,0.1701436271951043,5,10,1,0,0,rnoon-panel.qeniral8.surf,False,rnoon-panel.qeniral8.surf,GET,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False
1,NPM,color-theme-generator-1.0.0,163,33,0.0008791208791208791,0.0008791208791208791,0.0,0.0008791208791208791,0.005274725274725275,0.005274725274725275,0.0,0.005274725274725275,0.00043956043956043956,0.00043956043956043956,0.0,0.00043956043956043956,0,2,1,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627240463809047,0.11465688019941843,0.4056390622295664,-0.0,0.16929839313729267,0.2274872652554975,0.7916131370339918,0.33328917899746024,77,13,0,2,5,0.0,0.0,-0.0,0.0,0.07999700485698553,0.14708486197566506,0.4854752972273343,0.0567145423983681,5,12,1,0,0,none,False,none,GET,False,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False
1,NPM,url-shortener-helper-1.3.0,192,35,0.0014550745725718443,0.0014550745725718443,0.0,0.0014550745725718443,0.004728992360858494,0.004728992360858494,0.0,0.004728992360858494,0.0007275372862859222,0.0007275372862859222,0.0,0.0007275372862859222,1,3,4,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07724322430807963,0.1233278761668445,0.4056390622295664,0.18561616332043782,0.283054209443954,0.2556782507778037,0.9605278493513334,0.4926140680171258,85,20,0,6,8,0.0,0.0,-0.0,0.0,0.06611702104145153,0.14117817343727862,0.4854752972273343,-0.0,5,12,1,0,0,cpu-pro.mav2terol.surf,False,cpu-pro.mav2terol.surf,GET,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False
1,NPM,data-pipeline-utils-3.0.0,189,35,0.002977076510866329,0.002977076510866329,0.0,0.002977076510866329,0.00506103006847276,0.00506103006847276,0.0,0.00506103006847276,0.0017862459065197975,0.0017862459065197975,0.0,0.0017862459065197975,2,3,8,7,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06983892822566916,0.11826229446148251,0.4056390622295664,0.16864503330850694,0.26494629209714365,0.23800009111912307,0.9605278493513334,0.4545223001742702,119,33,0,7,6,0.0,0.0,-0.0,0.0,0.12340606664550399,0.1739903295569125,0.4854752972273343,0.2717822215997982,5,11,1,0,0,dbinst.3zavlore.surf,False,dbinst.3zavlore.surf,POST,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,False,False,True,False,False
1,NPM,task-queue-processor-2.3.0,247,50,0.0023105360443622922,0.0023105360443622922,0.0,0.0023105360443622922,0.003927911275415897,0.003927911275415897,0.0,0.003927911275415897,0.0016173752310536045,0.0016173752310536045,0.0,0.0016173752310536045,3,3,16,13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07184120863880214,0.1201445572112159,0.4056390622295664,0.17713059831447237,0.2591725716871676,0.24698514282118275,0.9605278493513334,0.44989668332129557,127,63,0,15,6,0.0,0.0,-0.0,-0.0,0.08650888535669202,0.14623800965086908,0.4854752972273343,0.20690842515181687,7,18,1,0,0,mod-bus.xam1riel.surf,False,mod-bus.xam1riel.surf,POST,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False
